exp_dir,exp_code,global_round,old_task_idx,acc_mean,acc_std,num_seeds
A_Full_FedALA,A,721,0,0.0,,1
A_Full_FedALA,A,722,0,0.0,,1
A_Full_FedALA,A,723,0,0.0,,1
A_Full_FedALA,A,724,0,0.0,,1
A_Full_FedALA,A,725,0,0.0,,1
A_Full_FedALA,A,726,0,0.0,,1
A_Full_FedALA,A,727,0,0.0,,1
A_Full_FedALA,A,728,0,0.0,,1
A_Full_FedALA,A,729,0,0.0,,1
A_Full_FedALA,A,730,0,0.0,,1
A_Full_FedALA,A,731,0,0.0,,1
A_Full_FedALA,A,732,0,0.0,,1
A_Full_FedALA,A,733,0,0.0,,1
A_Full_FedALA,A,734,0,0.0,,1
A_Full_FedALA,A,735,0,0.0,,1
A_Full_FedALA,A,736,0,0.0,,1
A_Full_FedALA,A,737,0,0.0,,1
A_Full_FedALA,A,738,0,0.0,,1
A_Full_FedALA,A,739,0,0.0,,1
A_Full_FedALA,A,740,0,0.0,,1
A_Full_FedALA,A,741,0,0.0,,1
A_Full_FedALA,A,742,0,0.0,,1
A_Full_FedALA,A,743,0,0.0,,1
A_Full_FedALA,A,744,0,0.0,,1
A_Full_FedALA,A,745,0,0.0,,1
A_Full_FedALA,A,746,0,0.0,,1
A_Full_FedALA,A,747,0,0.0,,1
A_Full_FedALA,A,748,0,0.0,,1
A_Full_FedALA,A,749,0,0.0,,1
A_Full_FedALA,A,750,0,0.0,,1
A_Full_FedALA,A,751,0,0.0,,1
A_Full_FedALA,A,752,0,0.0,,1
A_Full_FedALA,A,753,0,0.0,,1
A_Full_FedALA,A,754,0,0.0,,1
A_Full_FedALA,A,755,0,0.0,,1
A_Full_FedALA,A,756,0,0.0,,1
A_Full_FedALA,A,757,0,0.0,,1
A_Full_FedALA,A,758,0,0.0,,1
A_Full_FedALA,A,759,0,0.0,,1
A_Full_FedALA,A,760,0,0.0,,1
A_Full_FedALA,A,761,0,0.0,,1
A_Full_FedALA,A,762,0,0.0,,1
A_Full_FedALA,A,763,0,0.0,,1
A_Full_FedALA,A,764,0,0.0,,1
A_Full_FedALA,A,765,0,0.0,,1
A_Full_FedALA,A,766,0,0.0,,1
A_Full_FedALA,A,767,0,0.0,,1
A_Full_FedALA,A,768,0,0.0,,1
A_Full_FedALA,A,769,0,0.0,,1
A_Full_FedALA,A,770,0,0.0,,1
A_Full_FedALA,A,771,0,0.0,,1
A_Full_FedALA,A,772,0,0.0,,1
A_Full_FedALA,A,773,0,0.0,,1
A_Full_FedALA,A,774,0,0.0,,1
A_Full_FedALA,A,775,0,0.0,,1
A_Full_FedALA,A,776,0,0.0,,1
A_Full_FedALA,A,777,0,0.0,,1
A_Full_FedALA,A,778,0,0.0,,1
A_Full_FedALA,A,779,0,0.0,,1
A_Full_FedALA,A,780,0,0.0,,1
A_Full_FedALA,A,781,0,0.0,,1
A_Full_FedALA,A,782,0,0.0,,1
