global_round,task_idx,round_in_task,dataset,client_id,old_task_idx,old_dataset,exp_id,run_seed,global_acc_old_task,personalized_acc_old_task,delta_pers,test_samples
215,2,15,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.055031446540880546,0
215,2,15,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6565349544072948,0.817629179331307,0.16109422492401215,658
215,2,15,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.16109422492401215,0
215,2,15,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.81875,0.8958333333333334,0.07708333333333339,480
215,2,15,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07708333333333339,0
215,2,15,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.192,0.776,0.5840000000000001,125
215,2,15,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.5840000000000001,0
215,2,15,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.13970588235294118,0.9705882352941176,0.8308823529411764,408
215,2,15,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8308823529411764,0
216,2,16,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.12254901960784313,0.9656862745098039,0.8431372549019608,408
216,2,16,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8431372549019608,0
216,2,16,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.7875,0.8604166666666667,0.07291666666666674,480
216,2,16,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07291666666666674,0
216,2,16,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9323899371069182,0.9937106918238994,0.061320754716981174,636
216,2,16,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.061320754716981174,0
216,2,16,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6322188449848024,0.8039513677811551,0.17173252279635265,658
216,2,16,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.17173252279635265,0
216,2,16,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.152,0.736,0.584,125
216,2,16,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.584,0
